id,product_name,price_bdt,text
3652,ইউনিলিভার ছাতা,476,"ছাতা। বৃষ্টি ও রোদে সুরক্ষা। এই পণ্যের ইউনিলিভার ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 476 টাকা"
3653,আকিজ এয়ার ফ্রেশনার,409,"এয়ার ফ্রেশনার। ঘর সুগন্ধময় করে। এই পণ্যের আকিজ ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রোডাক্টটির মূল্য 409 টাকা"
3654,আকিজ কলম,117,"কলম। মসৃণ লেখার জন্য। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 117 টাকা"
3655,বসুন্ধরা ব্যাগ,1935,"ব্যাগ। স্টাইলিশ ও মজবুত ব্যাগ। এই পণ্যের বসুন্ধরা ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 1935 টাকা"
3656,আবুল খায়ের বিস্কুট,102,"বিস্কুট। সুস্বাদু ক্রিম বিস্কুট। এই পণ্যের আবুল খায়ের ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 102 টাকা"
3657,ইউনিলিভার ব্লুটুথ ইয়ারফোন,3334,"ব্লুটুথ ইয়ারফোন। উচ্চমানের সাউন্ড কোয়ালিটি। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। স্টক সীমিত, তাই এখনই অর্ডার করুন। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 3334 টাকা"
3658,আকিজ টর্চলাইট,851,"টর্চলাইট। উজ্জ্বল আলোর টর্চ। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রোডাক্টটির মূল্য 851 টাকা"
3659,মেঘনা লিপস্টিক,457,"লিপস্টিক। দীর্ঘস্থায়ী রঙিন লিপস্টিক। এই পণ্যের মেঘনা ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 457 টাকা"
3660,মিনিস্টার এয়ার ফ্রেশনার,321,"এয়ার ফ্রেশনার। ঘর সুগন্ধময় করে। মিনিস্টার ব্র্যান্ডের গুণগত মানের পণ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রোডাক্টটির মূল্য 321 টাকা"
3661,পারটেক্স বাঁশের ঝুড়ি,644,"বাঁশের ঝুড়ি। ঘরের সাজসজ্জায় ব্যবহৃত হয়। এই পণ্যের পারটেক্স ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রোডাক্টটির মূল্য 644 টাকা"
3662,ভিশন ব্যাগ,2877,"ব্যাগ। স্টাইলিশ ও মজবুত ব্যাগ। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 2877 টাকা"
3663,ভিশন কলম,57,"কলম। মসৃণ লেখার জন্য। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 57 টাকা"
3664,ইউনিলিভার ব্যাগ,2567,"ব্যাগ। স্টাইলিশ ও মজবুত ব্যাগ। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 2567 টাকা"
3665,আকিজ স্মার্টফোন কভার,290,"স্মার্টফোন কভার। ফোন সুরক্ষায় টেকসই কভার। এই পণ্যের আকিজ ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। স্টক সীমিত, তাই এখনই অর্ডার করুন। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। প্রোডাক্টটির মূল্য 290 টাকা"
3666,মেঘনা মধু,900,"মধু। খাঁটি প্রাকৃতিক মধু। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। স্টক সীমিত, তাই এখনই অর্ডার করুন। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 900 টাকা"
3667,রহিম আফরোজ লিপস্টিক,631,"লিপস্টিক। দীর্ঘস্থায়ী রঙিন লিপস্টিক। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 631 টাকা"
3668,ইউনিলিভার ছাতা,453,"ছাতা। বৃষ্টি ও রোদে সুরক্ষা। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। স্টক সীমিত, তাই এখনই অর্ডার করুন। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রোডাক্টটির মূল্য 453 টাকা"
3669,রহিম আফরোজ ভিটামিন সি,602,"ভিটামিন সি। রোগ প্রতিরোধ ক্ষমতা বাড়ায়। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রোডাক্টটির মূল্য 602 টাকা"
3670,সিঙ্গার ব্লুটুথ ইয়ারফোন,800,"ব্লুটুথ ইয়ারফোন। উচ্চমানের সাউন্ড কোয়ালিটি। সিঙ্গার ব্র্যান্ডের গুণগত মানের পণ্য। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 800 টাকা"
3671,মিনিস্টার বালিশ,596,"বালিশ। আরামদায়ক ঘুমের জন্য। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। স্টক সীমিত, তাই এখনই অর্ডার করুন। প্রোডাক্টটির মূল্য 596 টাকা"
3672,সিঙ্গার সাবান,127,"সাবান। ত্বকের যত্নে ব্যবহৃত হয়। এই পণ্যের সিঙ্গার ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 127 টাকা"
3673,সিঙ্গার টুথপেস্ট,158,"টুথপেস্ট। দাঁত সুরক্ষায় কার্যকর। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। স্টক সীমিত, তাই এখনই অর্ডার করুন। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রোডাক্টটির মূল্য 158 টাকা"
3674,স্কয়ার জৈব সার,1731,"জৈব সার। মাটির উর্বরতা বাড়ায়। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রোডাক্টটির মূল্য 1731 টাকা"
3675,বসুন্ধরা ব্লুটুথ ইয়ারফোন,2143,"ব্লুটুথ ইয়ারফোন। উচ্চমানের সাউন্ড কোয়ালিটি। বসুন্ধরা ব্র্যান্ডের গুণগত মানের পণ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রোডাক্টটির মূল্য 2143 টাকা"
3676,এসিআই মরিচ গুঁড়া,181,"মরিচ গুঁড়া। ঝাল মরিচের গুঁড়া। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রোডাক্টটির মূল্য 181 টাকা"
3677,স্কয়ার বাঁশের ঝুড়ি,1387,"বাঁশের ঝুড়ি। ঘরের সাজসজ্জায় ব্যবহৃত হয়। এই পণ্যের স্কয়ার ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 1387 টাকা"
3678,বসুন্ধরা পারফিউম,2707,"পারফিউম। সুগন্ধি পারফিউম। এই পণ্যের বসুন্ধরা ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 2707 টাকা"
3679,প্রাণ ক্রিম,268,"ক্রিম। ত্বক উজ্জ্বল করে। এই পণ্যের প্রাণ ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। স্টক সীমিত, তাই এখনই অর্ডার করুন। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 268 টাকা"
3680,নেসলে বিস্কুট,54,বিস্কুট। সুস্বাদু ক্রিম বিস্কুট। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 54 টাকা
3681,সিঙ্গার চকোলেট,152,"চকোলেট। মিষ্টি চকোলেট বার। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 152 টাকা"
3682,ভিশন হলুদ গুঁড়া,88,"হলুদ গুঁড়া। খাঁটি হলুদ গুঁড়া। এই পণ্যের ভিশন ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রোডাক্টটির মূল্য 88 টাকা"
3683,সিঙ্গার পারফিউম,2484,"পারফিউম। সুগন্ধি পারফিউম। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 2484 টাকা"
3684,রহিম আফরোজ বালিশ,502,"বালিশ। আরামদায়ক ঘুমের জন্য। এই পণ্যের রহিম আফরোজ ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 502 টাকা"
3685,ইউনিলিভার সাবান,125,"সাবান। ত্বকের যত্নে ব্যবহৃত হয়। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 125 টাকা"
3686,প্রাণ তোয়ালে,277,"তোয়ালে। উচ্চমানের সুতার তোয়ালে। প্রাণ ব্র্যান্ডের গুণগত মানের পণ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রোডাক্টটির মূল্য 277 টাকা"
3687,ওয়ালটন আটা,129,"আটা। গমের আটা, রুটি তৈরিতে উপযুক্ত। ওয়ালটন ব্র্যান্ডের গুণগত মানের পণ্য। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 129 টাকা"
3688,স্কয়ার স্মার্টফোন কভার,271,"স্মার্টফোন কভার। ফোন সুরক্ষায় টেকসই কভার। স্কয়ার ব্র্যান্ডের গুণগত মানের পণ্য। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রোডাক্টটির মূল্য 271 টাকা"
3689,মেঘনা পারফিউম,514,"পারফিউম। সুগন্ধি পারফিউম। এই পণ্যের মেঘনা ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। স্টক সীমিত, তাই এখনই অর্ডার করুন। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 514 টাকা"
3690,মিনিস্টার মরিচ গুঁড়া,184,মরিচ গুঁড়া। ঝাল মরিচের গুঁড়া। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 184 টাকা
3691,আবুল খায়ের ব্যাগ,424,"ব্যাগ। স্টাইলিশ ও মজবুত ব্যাগ। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 424 টাকা"
3692,আবুল খায়ের এয়ার ফ্রেশনার,307,"এয়ার ফ্রেশনার। ঘর সুগন্ধময় করে। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 307 টাকা"
3693,নেসলে চাল,179,"চাল। প্রিমিয়াম মানের চাল। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 179 টাকা"
3694,এসিআই কলম,37,"কলম। মসৃণ লেখার জন্য। এসিআই ব্র্যান্ডের গুণগত মানের পণ্য। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রোডাক্টটির মূল্য 37 টাকা"
3695,মিনিস্টার বালিশ,296,"বালিশ। আরামদায়ক ঘুমের জন্য। মিনিস্টার ব্র্যান্ডের গুণগত মানের পণ্য। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 296 টাকা"
3696,এসিআই সানগ্লাস,964,সানগ্লাস। UV সুরক্ষিত সানগ্লাস। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 964 টাকা
3697,আকিজ চাল,112,"চাল। প্রিমিয়াম মানের চাল। এই পণ্যের আকিজ ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 112 টাকা"
3698,আবুল খায়ের ছাতা,420,"ছাতা। বৃষ্টি ও রোদে সুরক্ষা। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। স্টক সীমিত, তাই এখনই অর্ডার করুন। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রোডাক্টটির মূল্য 420 টাকা"
3699,রহিম আফরোজ নোটবুক,169,"নোটবুক। উচ্চমানের কাগজের নোটবুক। এই পণ্যের রহিম আফরোজ ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রোডাক্টটির মূল্য 169 টাকা"
3700,ওয়ালটন এয়ার ফ্রেশনার,368,"এয়ার ফ্রেশনার। ঘর সুগন্ধময় করে। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। স্টক সীমিত, তাই এখনই অর্ডার করুন। প্রোডাক্টটির মূল্য 368 টাকা"
